C9319	QQ	1、贵州幼教平台：全方位了解幼教全面信息。  2、行业资讯：同行业新闻信息。  3、联系我们：联系我们相信信息。  4、招商：提供商家入驻。  5、会员登录：登录发布求购。
C10207207	华为云服务	【软件介绍】 华为云服务集合个人数据同步、云相册、手机找回等多种基础云功能，旨在为消费者提供易用、快捷、智能、安全的一站式个人数据管理服务。  【功能特色】 1.联系人自动同步，手机和云端始终保持一致，换机也不会丢失联系人。 2.支持多种联系人数据整理方式：本地覆盖云端、云端覆盖本地、智能合并，满足各种场景需要。 3.短信
C10055832	华为文件管理	铃声大全-官方版:铃声大全 - 苹果第1铃声，安卓首发！ *** 5千万用户正在使用，超10万好评，装机必备！ *** 官方推荐，风靡苹果，排名第1的铃声应用正式推出安卓版本！ *** 务必认准“蓝色音符”图标哦~  === 产品功能 === 【5星极致品质】 独特苹果设计交互风格，完美呈现iPhone体验，让安卓机也能享有苹果般高端
C66323	华为备份	华为备份:【软件介绍】 【备份】是华为公司为用户精心打造的一款手机数据备份软件，可以方便快速地在本地或云端备份华为手机中的个人数据、应用程序、多媒体数据等，系统升级、刷机、换机安全无忧。 【备份】支持中文、英文、法语、西班牙语、俄语、日语、韩语等42国语言，适配华为手机安卓系统4.0及以上。  【功能特色】 1.全数据：可备份您手机中所有
C54626	铃声多多	铃声多多 手机铃声大全！ 中国移动、中国电信、中国联通3大运营商音乐基地战略合作产品！ 百万铃声，轻松一键设置！ 手机铃声，来电彩铃，短信闹铃……好听的不要不要哒~  ● 实时获取你想要的铃声。 火热铃声实时更新，把握时尚风向标，网罗分享量超高的铃声，汇总个性又流行的彩铃（炫铃）…… 神马热播电视剧插曲的铃声(铃音)
C20252	手机京东	新东方牛人教你背单词！ 新东方打造英语单词背记软件——乐词，涵盖新概念、四六级、考研、雅思、托福、GRE、GMAT等全阶段词库，更有俞敏洪等新东方名师助你背单词，摆脱枯燥的方式背记英语单词！ 【科学计划词根背记-容易】 根据艾宾浩斯记忆曲线，配合中国人背单词习惯，开发出的英语单词遗忘算法，搭配词根记忆帮助大家背单词。 【离线背单词随时
C57804	天猫	天猫APP，每次版本升级均好评如潮, 可能是中国最好的购物应用。 现在下载，新用户还送新人礼包。  天猫APP是手机上的天猫（tmall.com），属于阿里巴巴集团旗下。 这里是品牌最全的购物网站， 有标准最严格的商家和商品管理制度， 在天猫APP，你会和千万个品牌好店相遇，买到性价比最高的正品，并享受到最好的客户服务。<
C31975	墨迹天气	小职了，手机招聘求职找工作利器，全城HR和人才最High的招聘途径！通过HR身份认证送10元奖金！邀请好友可获得20元现金！全国1000万HR经理人之选，颠覆17年波澜不惊网络招聘，创造了1周新增8万HR经理的行业奇迹。  【认证送10元奖金】 通过HR身份认证后，就能马上提现10元奖金！赢奖金主要看气质！  【邀请送20元奖金
C178302	美颜相机	美颜相机:-全球首 款专为爱美人士定制的自拍神器，美图公司荣誉出品。 -Angelababy强势代言，众明星倾力推荐。 -连续12天蝉联App Store总榜冠 军,全球超3.7亿用户都在使用!  -效果超自然的自拍神器，一秒拥有好气色。你的贴心颜值顾问！  **专属你的美时美刻** 【超完美自拍】 按下快门瞬间修颜，一秒变身
C9136	唯品会	疯狂的拳头2（CrazyFist2）继承了一代游戏紧张刺激的奔跑节奏，加入酣畅淋漓的怪物追逐战，多段数打击的连贯爽快感，配以精彩幽默的故事剧情，神话黑暗风格的优质画面。绝对是喜爱疯狂跑酷、硬派动作游戏的你，不可错过的佳作！    为何跑酷类型总要意味着逃亡？速度与力量的爆发可不只出自逃生的本能，更应发自狂野的追逐，不畏惧一切规则的杀伐决断！即使是死神又
C20911	高德地图	高德地图---中国专业的手机地图，超过6亿用户正在使用！高德地图拥有全面精准的地点信息，特色语音导航、智能路线规划；省流量、耗电低、空间占用小、体验流畅，是您贴心的生活助手！   智能路线规划 -语音搜索轻松查询路线，出行再无忧 -超强公交规划能力，优质路线唾手可得 -步行规划再升级，室内室外全程规划直达目的地  精
C290	酷我音乐	听音乐 用酷我  《我想和你唱》《盖世音雄》独家节目音频，《魔兽》电影原声带。  酷我音乐，安卓平台上最受欢迎的音乐APP。百万高音质正版音乐，跨平台无缝同步。好音乐装进口袋，随时随地想听就听。 --------------------------------------------------------------- 
C10168550	亲情关怀	亲情关怀是华为手机服务产品团队为华为手机用户精心打造的一款温暖体贴好用的产品，它可以远程求助他人、或者远程帮助他人解决手机使用问题。 你是否经常遇到这样的问题？父母给你打电话向你求助，字体太小看不清手机屏幕、遇到莫名的扣费……你在电话里想方设法告诉父母怎么操作手机但是他们却不会操作。 你自己是否也遇到过这样的情况？手机操作太卡顿、不知如何保护数据
C10200687	华为视频	华为视频是华为手机上内置的系统视频播放器，旨在为用户提供一站式的视频体验服务。无需安装第三方视频软件，即可享受来自互联网的海量视频资源。欢乐颂、武神赵子龙、四大名助、我们相爱吧2、一路上有你等热门影视综艺一网打尽  亮点介绍 【在线视频】热门视频、海量美剧与大洋彼岸同享精彩剧集 【视频悬浮窗】悬浮窗设计，聊天看剧同步进行； 【智
C10220136	QQ音乐	QQ音乐:千万正版曲库，告别缺歌烦恼 【千万正版高品质乐库】：收录千万量级的正版高品质音乐，让你畅享听觉盛宴。 【多终端云同步，让音乐无处不在】：只需一个帐号，即可实现多终端（电脑、手机、pad、音响）音乐云同步，让你随时随地畅享个人音乐。 【智能推荐帮你轻松发现音乐】：提供猜你喜欢、新歌首发、歌单广场、排行榜等多种推荐方式，让你更轻松地发现喜欢的音
C9147	网易新闻	网易新闻，4亿新闻爱好者的态度狂欢。可深刻可没品，时评犀利跟贴奇葩，一网打尽你的新闻需求。   【精彩跟贴】 回复提醒不怕错过，4亿网友一起盖楼。老司机新才子，犀利评论插科打诨，各路豪杰以“贴”会友。 【原创栏目】 拒绝平庸，专注角度，时事新闻槽点提神醒脑，搞笑段子每日欲罢不能。  【互动直播】 个性推荐实时互动，直
C10085602	花粉俱乐部	花粉俱乐部作为华为官方唯一的用户交流平台，提供最新华为Ascend、Honor手机产品、家庭智能产品、配件产品等产品资讯、EMUI ROM资源、刷机教程、玩机技巧等，并开展丰富多彩的线上线下互动交流活动，是花粉的专属乐园。
C20960	搜狐视频	搜狐视频:燃情七月欢乐夺宝，看视频百分百送会员，获免广告特权任性看到爽，快通知你的小伙伴来挖宝吧~全新全景视频功能将虚拟带进现实；千帆直播24小时不间断，把高颜值&超搞笑主播装进口袋！   -这些你不看，就没得聊了！- 《极速前进3》：刘翔、金星、郭晶晶等八组搭档集结完毕，7月8日起每周五晚，我们一起让肾上腺素极速飙升！ 《约跑不能停》：国内首
C31346	手机百度	【软件介绍】 手机百度日活过亿，是目前国内活跃用户TOP3的App，依托百度家族特有资源及优势技术，随时随地为用户找到所求，解决所需。  【搜索功能】 手机百度根据用户行为特征，基于情景建模，大数据分析，智能语义匹配等优势技术 ，为用户提供精确，智能检索结果及相关内容。用户还可以通过语音、图像、扫码等多维输入方式，更便捷的获取优质内容
C5157	携程旅行	携程旅行——携程在手，说走就走  作为全球领先的在线旅行服务公司，携程旅行手机客户端提供国内110000余家酒店和酒店式公寓，海外600000余家酒店，国内所有航线和国际绝大多数主流航线机票，国内所有线路火车票，国内500余个城市200000余条线路的长途汽车票，国内超过150个城市和海外超过500个城市的机场接送机及自驾租车，全网最全最实惠的景
C10608	大众点评	-【父亲节特辑】孝感天下，上大众点评App，赢取500元父亲节基金，带父亲一站式吃喝玩乐！ -【全民运动季】大众点评携手天天酷跑震撼来袭，跑步也能抢红包！  【关于大众点评】  大众点评网(dianping.com)是全球最早的消费点评网站,致力于提升消费者的生活质量,提供值得信赖的本地商家、消费评价和优惠信息,包括团购、旅游、
C6023	美图秀秀	腾讯新闻是腾讯公司为用户精心打造的一款拥有7x24小时全方位新闻报道的新闻产品，为用户提供高效、优质的资讯服务。是各个电子市场上下载最多，资讯最新最全，浏览最快、最省流量的新闻产品。  【产品特色】 -新闻报道：7×24小时不间断更新，为你带来新闻现场第一手资讯；重大、突发新闻推送，30秒到你手中 -独家栏目：众多独家栏目等你来品味，
C104688	腾讯新闻	优酷:【暑期宅家必备精彩大剧】 任意依恋：年度超甜虐恋韩剧，金宇彬秀智边虐边爱 2016好声音：7月15日开播，快来和你喜欢的明星导师一起high翻音乐，更有李咏加盟主持哟 致青春：高颜值天团开启青春 仙剑云之凡：延续仙剑经典，看古力娜扎情迷韩东君 暴走法条君：大法官谢娜带你见识一个前所未有的“庭审”现场 黑白星球：马薇薇今天立
C10047107	滴滴出行	【近3亿用户的选择】 2012年诞生的滴滴现已成为广受用户欢迎的城市出行应用！ 覆盖全国超过400个城市，乘客叫车成功率94%以上！ 现在，滴滴出行每天为全国近3亿用户提供便捷的召车服务！ 滴滴现已与全球多家出行应用实现战略合作，用户未来可在全球范围内享受一键叫车服务！   (注：以上数据来源于滴滴大数据平台统计) <br
C32569	优酷	口袋辅导，走到哪儿学到哪儿！ 小学、初中、高中各阶段，遇到难题那都不是事儿！问出来，多人答，一人答，口袋辅导统统解答。  预习、复习、考试前，各类难题看不懂听不懂那都不是事儿！搜出来，反复听、反复看、反复学，口袋辅导学习课程免费看  中考、高考冲刺阶段，复习总是抓不住重点那都不是事儿！说出来，专业老师一对一为你辅导、为你解答，口
C2022	搜狐新闻	620糯米周年庆，感恩回馈。6月16日-6月20日，糯米6周年，全场5折起。火锅，自助餐，小吃快餐，地方餐全场低价享；酒店机票百万返现，旅游门票低至5折。KTV喝彩欧洲杯，女团解说K歌看球。电影周年庆，大片低价看，更有超级星期六6.6元电影票。还有亲子，丽人，演出票超低优惠。尽在620糯米周年庆！  百度糯米开启夏季狂欢！钱包新客首单最高再减20
C10380058	百度输入法华为版	百度输入法华为版:百度输入法华为定制版本（原华为输入法） 超大系统词库，输入流畅，选词精准，纠错能力强； 三维词库，智能识别用户输入上下文，输入更智能； 精准语音输入，边说边上屏，支持离线语音； 手写流畅，支持叠写、连写等； 海量皮肤，还有特技皮肤好看好听更好玩； 情景感应，智能感应不同输入情景，极大提高输入准确率； 支持华为账号互通
C10116109	百度糯米	百度输入法华为版:百度输入法华为定制版本（原华为输入法） 超大系统词库，输入流畅，选词精准，纠错能力强； 三维词库，智能识别用户输入上下文，输入更智能； 精准语音输入，边说边上屏，支持离线语音； 手写流畅，支持叠写、连写等； 海量皮肤，还有特技皮肤好看好听更好玩； 情景感应，智能感应不同输入情景，极大提高输入准确率； 支持华为账号互通
C59116	酷音铃声	酷音铃声，手机铃声大全，好听的铃声多多。百万手机铃声大全，轻松一键设置~ 手机铃声、短信闹铃、来电铃声、彩铃，好听得不要不要哒~ 实时获取你想要的铃声。火热铃声秒速更新，抓取网络人气爆棚的铃声，汇总个性又流行的彩铃炫铃。全新升级致力做秒速更新的铃声资源库！  300万高品质热铃，首首经典。热播影视剧插曲的铃声（铃音）、火热流行的单曲铃声（铃
C10360236	华为视频	华为视频是为华为手机用户量身打造的高品质手机视频客户端，旨在为用户提供一站式的视频体验服务。无需安装第三方视频软件，即可享受来自互联网的海量视频资源。仙剑云之凡、极限挑战2、火星情报局、金星秀、欢乐颂、Running Man、欢乐喜剧人等热门视频一网打尽。  华为视频全新升级2.0版本，新增优化数十项功能点，使用体验再升级，追剧更随心！ <
C33455	快手	《托福单词》是由小站教育出品的专门针对托福的单词App，专注研究记忆算法，专家从真题和TPO中选取考试高频词汇，按学科分类并结合记忆曲线，充分利用碎片时间，短期高效提高你的词汇量。让你备战托福更高效！  如果你是托福考生，词汇量不够、各种记不住，那么在背单词这道坎上从此不用迷茫在各类单词App或各种厚厚的单词书，亦或是学习资料间了，再也不用从A开
C10397414	QQ空间	QQ空间，超过6亿用户使用的社交网络。致力于帮助用户随时随地“分享生活，留住感动”。您可以使用手机查看好友动态、与好友互动，上传照片、写说说、写日志、签到、送礼；更有“玩吧”汇聚众多热门游戏，满足各种娱乐需求。
C10092751	中国银行	“掌上人医”是无锡人民医院官方推出的手机应用软件，旨在医院现有服务基础上简化预流程，减少就医等候时间，方便患者就医，改善患者就医体验。  客户端主要功能： 【预约挂号】提供本院所有科室专家门诊和普通门诊的预约，患者只需一部手机， 即可完成预约并且可以随时随地查看叫号信息。  【报告状态】患者可以通过客户端轻松查阅检验检查报告状态，以此
C87412	智行火车票12306购票	这是一款可与萌宝在线儿童手表配套使用的手机客户端应用，通过萌宝在线APP与萌宝在线儿童手表的轻松关联，可帮助父母随时随地了解孩子的地理位置与其他的安全信息，孩子去哪儿不放心？萌宝在线，让孩子说走就走！ 主要功能特点： 1.双向通话：个性设置亲情号，防止陌生人骚扰； 2.无声监听：单向聆听，听听孩子周边的声音； 3.准确定位：多重定位，
C10147051	贝贝	贝贝，5000万妈妈信赖的母婴购物APP！ 国民靓妈刘涛倾情代言贝贝，和你一起买买买！    【专业可信赖】专业买手选品，品牌官方授权，PICC正品保证，全场包邮，5000万妈妈信赖之选。 【品牌特卖】每天精选百余品牌限时特卖，专业买手层层把关，确保品质，确保性价比，童装童鞋、母婴用品、居家、服饰等应有尽有。 【全球购】专
C10175362	全民枪战	简介： 全民枪战2.0-赫赫有名－英雄觉醒  内容提要： 《全民枪战2.0-赫赫有名》是一款5V5公平竞技超人气FPS手游。逼真的画面、劲爆的效果、爽快的战斗，为你还原最真实的枪战战场；爆破模式，躲猫猫，失重模式，大头模式及幽灵爆破等多种玩法让你的枪战不单调！超炫的枪支设计，丰富的枪支种类，实时的伤害计算，枪战耍酷两不误！旺角街头，奔
C7687	豆果美食	百度知道:作为全球最大的中文问答社区，10年知识沉淀4亿个答案，每天数百万网友在这里提问回答，总有一个人知道你问题的答案。 主要功能： 1、【搜索答案】累积4亿个问题答案，总有一个能解决你的疑问 2、【快速提问】语音提问方便更快捷，最快10分钟内就有答案 3、【知道日报】每日提供热门高质量问答，丰富你的视野，收藏后更方便查看 4、【商城好
C9097	百度知道	百度知道:作为全球最大的中文问答社区，10年知识沉淀4亿个答案，每天数百万网友在这里提问回答，总有一个人知道你问题的答案。 主要功能： 1、【搜索答案】累积4亿个问题答案，总有一个能解决你的疑问 2、【快速提问】语音提问方便更快捷，最快10分钟内就有答案 3、【知道日报】每日提供热门高质量问答，丰富你的视野，收藏后更方便查看 4、【商城好
C191426	亲宝宝	亲宝宝——宝宝成长记录，妈妈育儿助手。 全程记录宝宝成长的最佳APP，千万宝宝家庭的选择。 支持照片、视频、音频，满足你记录宝宝的各种所需；一人上传全家共享，爷爷奶奶也能实时看到宝宝照片；家人专属空间，安全私密任性分享宝宝照片；上传后的宝宝照片、视频支持永久保存，再也不怕丢失手机里的照片；孕期提醒，孕妈日记，呵护孕期每一天；还有科学实用的育儿宝库
C10111119	QQ轻聊版	亲宝宝——宝宝成长记录，妈妈育儿助手。 全程记录宝宝成长的最佳APP，千万宝宝家庭的选择。 支持照片、视频、音频，满足你记录宝宝的各种所需；一人上传全家共享，爷爷奶奶也能实时看到宝宝照片；家人专属空间，安全私密任性分享宝宝照片；上传后的宝宝照片、视频支持永久保存，再也不怕丢失手机里的照片；孕期提醒，孕妈日记，呵护孕期每一天；还有科学实用的育儿宝库
C10457429	掌上公交	实时公交数据已覆盖近百个城市，例如：深圳、天津、厦门、杭州、福州、兰州、株洲、常州、开封、石家庄、保定、南宁，南昌、宜昌等。全国首创的，以实时公交为特色功能的无线城市掌上公交（MyBus）全国覆盖城市最多、用户量最多、下载量最多；深度打造的用户体验、功能细致等方面胜人一筹；希望能为千百万用户提供高质量的出行服务。。。
C10124645	神偷奶爸：小黄人快跑（果酱工厂版）	神偷奶爸：小黄人快跑（果酱工厂版）:《神偷奶爸：小黄人快跑》全新新春版，更多线上活动。 更新内容： 全新活动开启：“欢乐返校”迎新活动，众多礼品！ 全新套装：迪斯科套装，装扮酷跑之旅！ 全新关卡区域：果酱工厂51区（15个新关卡）！ 全新地图：火山多人地图！  优化内容： 丰厚的VIP每日登陆奖励. 解决每日登陆奖励无法领取的问题. 
C10082736	VOA慢速英语	VOA慢速英语:VOA官方授权合作伙伴！专业语音评测，中英双语，每日更新，最新，最快的VOA正版内容！ 为了帮助大家更好的学习英语,尤其是听读方面的能力,我们针对VOA新闻开发了此应用。让大家在轻松的氛围里轻松的学好英语,在看新闻的同时全面提升听力、阅读能力、词汇量。 主要创意与功能设置如下: 1.将VOA听力分类,方便大家有针对性的学习。每天更新VOA新闻,保证新闻的实效
C10243291	笨鸟雅思口语	笨鸟雅思口语是一款针对雅思口语备考的应用程序，结合剑桥雅思口语官方题库即时更新，并配备符合口语考试评分标准的样板答案。该应用程序由笨鸟盛世教育科技有限公司（笨鸟雅思）及前任雅思考官(Christopher Pannel, Jane Delviso)共同开发，以强有力的时效性破译剑桥大学考试中心（Cambridge ESOL）的口语官方题库。为雅思考生提供全面
C10521552	天天记账本	天天记账本:随时随地查看您的每一笔消费详细记录，做到掌中有记，心中有数 【功能亮点】 1、实时查询预算资产变化情况，快速检测超支和各类消费情况，让您月月有结余，脱离月光族 2、页面简洁，风格美化，操作简单，账单随手记，省心又省力 3、可供查询现金、储蓄卡、信用卡、交通卡和支付宝等资金账户收支交易流水 4、每月支出明细图表，收入明细图表和收支
C10114943	割绳子2	风靡全世界的物理益智游戏--割绳子2代回来啦！这是一款由Zeptolab公司开发的《割绳子系列》中的第2代作品。新的角色，新的游戏元素，非常棘手的奖牌任务。当然，主角Om nom绿色小怪从未改变过，糖果的收集变得更加有趣！2D界面，画面色彩绚丽，闪闪发光的星星、逼真形象的肥皂泡泡。相信割绳子2会给我们别一样的精彩。
C181570	生日管家	记生日、送礼物、订蛋糕，就在生日管家。 生日管家是国内领先的生日服务产品，在这里你可以一键添加、发现以及管理亲友生日、纪念日，自定义设置提醒时间。 客户过生日发一条简单的祝福短信，会使好感倍增，瞬间拉近彼此距离； 【微信送礼】功能，不知道对方地址也能送礼物，下单购物、生成链接通过微信发送给对方、对方填写地址领取礼物！2016维护商场人脉关系
C10458556	猪猪侠之百变英雄	猪猪侠之百变英雄:《猪猪侠百变英雄》是一款由《猪猪侠》动画官方授权的，横版格斗的单机游戏。游戏的角色，场景与故事，均源于《猪猪侠》动画，玩家可以选择和操作五灵战士（超人强、波比、菲菲、小呆呆和猪猪侠），变身机甲战士，和魔龙王为首的黑暗势力进行战斗，保卫童话世界。
C10396900	压寨直播	压寨直播，最年轻的主播群体，属于全民的娱乐包房。   这里的女主播最年轻！ 这里的女主播最年轻！ 这里的女主播最年轻！   特色喊三遍，喜欢的人就来追寻吧。   【实时美颜】实时美颜视频，白嫩效果超乎想象。 【寻找守护】想找到你心中的守护者？那个有实力的他吗？他在压寨。 【免费送礼】每日寨币免费领，
C10410937	共和国之辉:红警	共和国之辉:红警:最高警戒-即时自由操作的红警手游，我们还欠“红警”一次疯狂18年了，可能再晚些，我就记不得我年轻时的样子了。当年，爱因斯坦回到1924，杀了千古罪人希特勒，而斯大林取代了希特勒发动战争，美、英对苏宣战。现在，第三次世界大战爆发，斯大林再次复活，结局如何攥写？一切都要你的指挥！当年我欠你一场通宵的疯狂！兄弟！让我再敬你一杯昔日的战让我们回到年轻的模样，为“共和
C10272089	花千骨	【游戏介绍】 ※500万骨迷推荐 同名电视剧原版未删减剧情同步 ※《花千骨》电视剧各大主创&演员联手入驻  《花千骨》手游是根据暑期档热播电视剧《花千骨》及其小说原著改编而成的正版授权3D动作手游。 《花千骨》斩获APP Store双榜第一，双网收视第一，总播放量突破200亿次！   【更新内容】 新增门派BO
C10047739	粉笔公考	粉笔公考:~数百万用户正在使用的公考提分利器~ ~上课做题全搞定的一站式服务平台~   用户评价  1. @缺乏维生素的胖子：我是在职的考生，原来一直很困扰怎么用琐碎的时间去练习题目，做套题时间不够，零散的题目又没有针对性。好在有猿题库，可以在上班的间隙做一点有针对性的题目，在休息时可以做套题，时间可以充分利用！  2. @丿灬蓝色
