C10060708	http://appstore.huawei.com:80/app/C10060708	华为支付	C10132067:华为帐号,C10067631:华为手机服务,C10217244:华为钱包,C10055832:华为文件管理,C10360236:华为视频,C10168550:亲情关怀,C10200687:华为视频,C10085602:花粉俱乐部,C10465316:华为众测,C10021449:音乐,C10060708:华为支付,C5373:支付宝,C10217244:华为钱包,C2861:同花顺炒股,C10092701:中国建设银行,C10366337:翼支付,C3400:随手记,C10243018:中国工商银行,C10101754:招商银行,C10092751:中国银行,
C5683	http://appstore.huawei.com:80/app/C5683	微信	C2543:QQ同步助手,C9319:QQ,C5373:支付宝,C2682:搜狗输入法,C3466:酷狗音乐,C2861:同花顺炒股,C54626:铃声多多,C36902:WiFi万能钥匙,C104688:腾讯新闻,C10220136:QQ音乐,C5683:微信,C9319:QQ,C7166:微博,C10085602:花粉俱乐部,C23563:陌陌,C10154337:易信,C37549:189邮箱,C2543:QQ同步助手,C10405418:QQ邮箱,C19185:百度贴吧,
C262	http://appstore.huawei.com:80/app/C262	去哪儿旅行	C6006:蚂蜂窝自由行,C5157:携程旅行,C30591:途牛旅游,C10770:阿里旅行,C69056:驴妈妈旅游,C10027123:航旅纵横,C10141560:飞常准,C12192:同程旅游,C10017070:高铁管家,C10226376:神州专车,C3382:百度地图,C20911:高德地图,C5157:携程旅行,C262:去哪儿旅行,C10047107:滴滴出行,C5745:天翼导航,C3403:高德导航,C10239309:优步 - Uber,C39196:艺龙旅行,C10043914:和地图,
C10059090	http://appstore.huawei.com:80/app/C10059090	华为游戏中心	C10217244:华为钱包,C10085602:花粉俱乐部,C10173884:天龙八部3D,C10055832:华为文件管理,C10207207:华为云服务,C10049053:华为商城,C27162:华为应用市场,C66323:华为备份,C10126869:刀塔传奇,C10242764:梦幻西游,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10132067:华为帐号,
C57236	http://appstore.huawei.com:80/app/C57236	今日头条	C19168:凤凰新闻,C9147:网易新闻,C2022:搜狐新闻,C104688:腾讯新闻,C31975:墨迹天气,C40238:内涵段子,C3386:汽车之家,C20960:搜狐视频,C2217:我查查,C3382:百度地图,C57236:今日头条,C9147:网易新闻,C2022:搜狐新闻,C104688:腾讯新闻,C179773:爱读掌阅,C149006:塔读文学,C28837:ZAKER,C86189:爱动漫,C2034:天翼阅读,C10084466:咪咕阅读,
C10217244	http://appstore.huawei.com:80/app/C10217244	华为钱包	C10060708:华为支付,C10168550:亲情关怀,C10465316:华为众测,C10085602:花粉俱乐部,C10360236:华为视频,C10055832:华为文件管理,C10397175:天际通,C10132067:华为帐号,C10067631:华为手机服务,C10207207:华为云服务,C10060708:华为支付,C5373:支付宝,C10217244:华为钱包,C2861:同花顺炒股,C10092701:中国建设银行,C10366337:翼支付,C3400:随手记,C10243018:中国工商银行,C10101754:招商银行,C10092751:中国银行,
C10021449	http://appstore.huawei.com:80/app/C10021449	音乐	C10360236:华为视频,C10055832:华为文件管理,C10200687:华为视频,C10067631:华为手机服务,C10060708:华为支付,C10132067:华为帐号,C10168550:亲情关怀,C66323:华为备份,C10207207:华为云服务,C10085602:花粉俱乐部,C10021449:音乐,C2002:爱奇艺,C3466:酷狗音乐,C29156:腾讯视频,C32569:优酷,C20960:搜狐视频,C290:酷我音乐,C10220136:QQ音乐,C10162466:爱看4G视频,C2068:多米音乐,
C5206	http://appstore.huawei.com:80/app/C5206	美团团购	C10116109:百度糯米,C10187826:美团外卖,C9136:唯品会,C10608:大众点评,C30243:猫眼电影,C5373:支付宝,C20252:手机京东,C262:去哪儿旅行,C48193:聚美优品,C21976:UC浏览器,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:手机京东,C9136:唯品会,C10116109:百度糯米,C41277:苏宁易购,C10284106:美丽说,
C3466	http://appstore.huawei.com:80/app/C3466	酷狗音乐	C21976:UC浏览器,C5373:支付宝,C2682:搜狗输入法,C29156:腾讯视频,C9319:QQ,C36902:WiFi万能钥匙,C5683:微信,C290:酷我音乐,C10397414:QQ空间,C9136:唯品会,C10021449:音乐,C2002:爱奇艺,C3466:酷狗音乐,C29156:腾讯视频,C32569:优酷,C20960:搜狐视频,C290:酷我音乐,C10220136:QQ音乐,C10162466:爱看4G视频,C2068:多米音乐,
C21976	http://appstore.huawei.com:80/app/C21976	UC浏览器	C10150873:猎豹浏览器,C10035716:搜狗浏览器,C5373:支付宝,C9136:唯品会,C43397:百度浏览器,C43719:迅雷,C5206:美团团购,C20679:QQ浏览器,C3466:酷狗音乐,C2682:搜狗输入法,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10132067:华为帐号,
C3382	http://appstore.huawei.com:80/app/C3382	百度地图	C10032732:百度导航,C2212:腾讯地图,C60394:谷歌地图,C19168:凤凰新闻,C10099655:铁路12306,C3403:高德导航,C121553:WPS Office,C10101754:招商银行,C2543:QQ同步助手,C20911:高德地图,C3382:百度地图,C20911:高德地图,C5157:携程旅行,C262:去哪儿旅行,C10047107:滴滴出行,C5745:天翼导航,C3403:高德导航,C10239309:优步 - Uber,C39196:艺龙旅行,C10043914:和地图,
C10067631	http://appstore.huawei.com:80/app/C10067631	华为手机服务	C10055832:华为文件管理,C10132067:华为帐号,C10060708:华为支付,C10200687:华为视频,C10168550:亲情关怀,C66323:华为备份,C10207207:华为云服务,C10360236:华为视频,C10021449:音乐,C10085602:花粉俱乐部,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10132067:华为帐号,
C9319	http://appstore.huawei.com:80/app/C9319	QQ	C10111119:QQ轻聊版,C5683:微信,C2543:QQ同步助手,C5373:支付宝,C2682:搜狗输入法,C10397414:QQ空间,C10220136:QQ音乐,C3466:酷狗音乐,C10405418:QQ邮箱,C21976:UC浏览器,C5683:微信,C9319:QQ,C7166:微博,C10085602:花粉俱乐部,C23563:陌陌,C10154337:易信,C37549:189邮箱,C2543:QQ同步助手,C10405418:QQ邮箱,C19185:百度贴吧,
C10207207	http://appstore.huawei.com:80/app/C10207207	华为云服务	C10067631:华为手机服务,C66323:华为备份,C10132067:华为帐号,C10055832:华为文件管理,C10168550:亲情关怀,C10085602:花粉俱乐部,C10200687:华为视频,C10060708:华为支付,C10217244:华为钱包,C10021449:音乐,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10132067:华为帐号,
C10055832	http://appstore.huawei.com:80/app/C10055832	华为文件管理	C10360236:华为视频,C10067631:华为手机服务,C10132067:华为帐号,C10060708:华为支付,C10200687:华为视频,C66323:华为备份,C10168550:亲情关怀,C10021449:音乐,C10207207:华为云服务,C10085602:花粉俱乐部,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10132067:华为帐号,
C66323	http://appstore.huawei.com:80/app/C66323	华为备份	C10067631:华为手机服务,C10055832:华为文件管理,C10207207:华为云服务,C10168550:亲情关怀,C10132067:华为帐号,C10200687:华为视频,C10060708:华为支付,C10085602:花粉俱乐部,C10021449:音乐,C10217244:华为钱包,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10132067:华为帐号,
C54626	http://appstore.huawei.com:80/app/C54626	铃声多多	C10136726:铃声大全,C59116:酷音铃声,C10300196:手机铃声,C10210992:LT来电闪光,C10004261:酷狗铃声,C10142996:壁纸多多,C6447:安卓壁纸,C188494: 魔秀桌面,C2543:QQ同步助手,C2217:我查查,C54626:铃声多多,C59116:酷音铃声,C10068656:手机云桌面,C188494: 魔秀桌面,C6447:安卓壁纸,C60861:91桌面,C10142996:壁纸多多,C10205973:微锁屏,C10128203:纹字锁屏,C10049534:安卓动态壁纸,
C20252	http://appstore.huawei.com:80/app/C20252	手机京东	C10230847:京东金融,C41277:苏宁易购,C5165:1号店,C10234011:京东钱包,C57804:天猫,C9136:唯品会,C10059344:亚马逊购物,C48193:聚美优品,C8618:当当,C136900:掌上生活,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:手机京东,C9136:唯品会,C10116109:百度糯米,C41277:苏宁易购,C10284106:美丽说,
C57804	http://appstore.huawei.com:80/app/C57804	天猫	C10015746:聚划算,C5165:1号店,C30094:旺信,C10230847:京东金融,C10234011:京东钱包,C10059344:亚马逊购物,C20252:手机京东,C48193:聚美优品,C41277:苏宁易购,C8618:当当,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:手机京东,C9136:唯品会,C10116109:百度糯米,C41277:苏宁易购,C10284106:美丽说,
C31975	http://appstore.huawei.com:80/app/C31975	墨迹天气	C10475038:墨迹天气watch…,C10147116:中央天气预报,C4610:天气通,C6605:中华万年历,C41529:万年历日历,C10129111:江苏移动掌上营…,C2217:我查查,C19168:凤凰新闻,C104688:腾讯新闻,C57236:今日头条,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10132067:华为帐号,
C178302	http://appstore.huawei.com:80/app/C178302	美颜相机	C10275693:美妆相机,C2590:相机360,C19520:美人相机,C10338402:潮自拍,C10159988:in,C6023:美图秀秀,C10154635:美拍,C10205973:微锁屏,C10520808:天天P图,C188494: 魔秀桌面,C6023:美图秀秀,C33455:快手,C178302:美颜相机,C10154635:美拍,C2590:相机360,C303:百度魔图,C10159988:in,C10435311:Faceu,C181436:小影,C10304030:小咖秀,
C9136	http://appstore.huawei.com:80/app/C9136	唯品会	C48193:聚美优品,C31852:蘑菇街,C10147051:贝贝,C20252:手机京东,C5206:美团团购,C10059344:亚马逊购物,C57804:天猫,C41277:苏宁易购,C8618:当当,C10116109:百度糯米,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:手机京东,C9136:唯品会,C10116109:百度糯米,C41277:苏宁易购,C10284106:美丽说,
C20911	http://appstore.huawei.com:80/app/C20911	高德地图	C3403:高德导航,C2212:腾讯地图,C10454638:优步车主端,C10309974:滴滴司机,C60394:谷歌地图,C10226720:易到车主端,C10197265:滴滴司机,C168951:车轮查违章全国…,C3382:百度地图,C121553:WPS Office,C3382:百度地图,C20911:高德地图,C5157:携程旅行,C262:去哪儿旅行,C10047107:滴滴出行,C5745:天翼导航,C3403:高德导航,C10239309:优步 - Uber,C39196:艺龙旅行,C10043914:和地图,
C290	http://appstore.huawei.com:80/app/C290	酷我音乐	C10007951:酷我音乐HD,C2068:多米音乐,C18974:百度音乐,C10018452:虾米音乐,C188494: 魔秀桌面,C6447:安卓壁纸,C10220136:QQ音乐,C54626:铃声多多,C3386:汽车之家,C3466:酷狗音乐,C10021449:音乐,C2002:爱奇艺,C3466:酷狗音乐,C29156:腾讯视频,C32569:优酷,C20960:搜狐视频,C290:酷我音乐,C10220136:QQ音乐,C10162466:爱看4G视频,C2068:多米音乐,
C10168550	http://appstore.huawei.com:80/app/C10168550	亲情关怀	C10465316:华为众测,C10067631:华为手机服务,C10085602:花粉俱乐部,C10217244:华为钱包,C10055832:华为文件管理,C10060708:华为支付,C10200687:华为视频,C10132067:华为帐号,C10207207:华为云服务,C10360236:华为视频,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10132067:华为帐号,
C10200687	http://appstore.huawei.com:80/app/C10200687	华为视频	C10067631:华为手机服务,C10055832:华为文件管理,C10132067:华为帐号,C10021449:音乐,C10168550:亲情关怀,C10060708:华为支付,C66323:华为备份,C10207207:华为云服务,C10085602:花粉俱乐部,C10393298:盖亚视频,C10021449:音乐,C2002:爱奇艺,C3466:酷狗音乐,C29156:腾讯视频,C32569:优酷,C20960:搜狐视频,C290:酷我音乐,C10220136:QQ音乐,C10162466:爱看4G视频,C2068:多米音乐,
C10220136	http://appstore.huawei.com:80/app/C10220136	QQ音乐	C18974:百度音乐,C10397414:QQ空间,C188494: 魔秀桌面,C10018452:虾米音乐,C10115951:掌上英雄联盟,C10183952:全民K歌,C2682:搜狗输入法,C10231827:快看漫画,C5206:美团团购,C178302:美颜相机,C10021449:音乐,C2002:爱奇艺,C3466:酷狗音乐,C29156:腾讯视频,C32569:优酷,C20960:搜狐视频,C290:酷我音乐,C10220136:QQ音乐,C10162466:爱看4G视频,C2068:多米音乐,
C9147	http://appstore.huawei.com:80/app/C9147	网易新闻	C10167186:澎湃新闻,C10200933:飞牛网,C2022:搜狐新闻,C19168:凤凰新闻,C43442:新浪新闻,C10115026:悦跑圈跑步,C10417719:葫芦兄弟跑酷,C10059344:亚马逊购物,C57236:今日头条,C10166330:网易邮箱大师,C57236:今日头条,C9147:网易新闻,C2022:搜狐新闻,C104688:腾讯新闻,C179773:爱读掌阅,C149006:塔读文学,C28837:ZAKER,C86189:爱动漫,C2034:天翼阅读,C10084466:咪咕阅读,
C10085602	http://appstore.huawei.com:80/app/C10085602	花粉俱乐部	C10168550:亲情关怀,C10465316:华为众测,C10360236:华为视频,C10217244:华为钱包,C10055832:华为文件管理,C10067631:华为手机服务,C10060708:华为支付,C10397175:天际通,C10207207:华为云服务,C66323:华为备份,C5683:微信,C9319:QQ,C7166:微博,C10085602:花粉俱乐部,C23563:陌陌,C10154337:易信,C37549:189邮箱,C2543:QQ同步助手,C10405418:QQ邮箱,C19185:百度贴吧,
C20960	http://appstore.huawei.com:80/app/C20960	搜狐视频	C2022:搜狐新闻,C53424:土豆视频,C11995:百度视频,C10319360:AcFun,C5326:乐视视频,C27990:聚力视频,C10132452:芒果TV,C10200076:影视大全,C22852:暴风影音,C10397414:QQ空间,C10021449:音乐,C2002:爱奇艺,C3466:酷狗音乐,C29156:腾讯视频,C32569:优酷,C20960:搜狐视频,C290:酷我音乐,C10220136:QQ音乐,C10162466:爱看4G视频,C2068:多米音乐,
C31346	http://appstore.huawei.com:80/app/C31346	手机百度	C43397:百度浏览器,C11995:百度视频,C104688:腾讯新闻,C27162:华为应用市场,C3382:百度地图,C6337:百度输入法,C10113015:作业帮,C54626:铃声多多,C2682:搜狗输入法,C10220136:QQ音乐,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10132067:华为帐号,
C5157	http://appstore.huawei.com:80/app/C5157	携程旅行	C30591:途牛旅游,C262:去哪儿旅行,C6006:蚂蜂窝自由行,C69056:驴妈妈旅游,C10770:阿里旅行,C12192:同程旅游,C10027123:航旅纵横,C10141560:飞常准,C10226376:神州专车,C10017070:高铁管家,C3382:百度地图,C20911:高德地图,C5157:携程旅行,C262:去哪儿旅行,C10047107:滴滴出行,C5745:天翼导航,C3403:高德导航,C10239309:优步 - Uber,C39196:艺龙旅行,C10043914:和地图,
C10608	http://appstore.huawei.com:80/app/C10608	大众点评	C10116109:百度糯米,C10064080:格瓦拉@电影,C30243:猫眼电影,C5157:携程旅行,C10289451:饿了么,C10187826:美团外卖,C262:去哪儿旅行,C10186504:百度外卖,C136900:掌上生活,C5206:美团团购,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:手机京东,C9136:唯品会,C10116109:百度糯米,C41277:苏宁易购,C10284106:美丽说,
C6023	http://appstore.huawei.com:80/app/C6023	美图秀秀	C10159988:in,C10275693:美妆相机,C10204517:MIX,C10318669:PicsArt,C10338402:潮自拍,C6056298:VSCO Cam™,C178302:美颜相机,C10520808:天天P图,C10154635:美拍,C2590:相机360,C6023:美图秀秀,C33455:快手,C178302:美颜相机,C10154635:美拍,C2590:相机360,C303:百度魔图,C10159988:in,C10435311:Faceu,C181436:小影,C10304030:小咖秀,
C104688	http://appstore.huawei.com:80/app/C104688	腾讯新闻	C2022:搜狐新闻,C19168:凤凰新闻,C10295678:天天快报,C9147:网易新闻,C57236:今日头条,C31975:墨迹天气,C2543:QQ同步助手,C3386:汽车之家,C29156:腾讯视频,C2217:我查查,C57236:今日头条,C9147:网易新闻,C2022:搜狐新闻,C104688:腾讯新闻,C179773:爱读掌阅,C149006:塔读文学,C28837:ZAKER,C86189:爱动漫,C2034:天翼阅读,C10084466:咪咕阅读,
C10047107	http://appstore.huawei.com:80/app/C10047107	滴滴出行	C10197265:滴滴司机,C10309974:滴滴司机,C10210612:嘀嗒拼车,C10226376:神州专车,C10239309:优步 - Uber,C10454638:优步车主端,C10226720:易到车主端,C10101754:招商银行,C10210:易到,C136900:掌上生活,C3382:百度地图,C20911:高德地图,C5157:携程旅行,C262:去哪儿旅行,C10047107:滴滴出行,C5745:天翼导航,C3403:高德导航,C10239309:优步 - Uber,C39196:艺龙旅行,C10043914:和地图,
C32569	http://appstore.huawei.com:80/app/C32569	优酷	C53424:土豆视频,C20960:搜狐视频,C10132452:芒果TV,C29156:腾讯视频,C27990:聚力视频,C5326:乐视视频,C9136:唯品会,C10125085:哔哩哔哩动画,C10272769:影视大全,C21976:UC浏览器,C10021449:音乐,C2002:爱奇艺,C3466:酷狗音乐,C29156:腾讯视频,C32569:优酷,C20960:搜狐视频,C290:酷我音乐,C10220136:QQ音乐,C10162466:爱看4G视频,C2068:多米音乐,
C2022	http://appstore.huawei.com:80/app/C2022	搜狐新闻	C18815:百度新闻,C10059500:央视新闻,C19168:凤凰新闻,C43442:新浪新闻,C10167186:澎湃新闻,C137628:人民日报,C9147:网易新闻,C104688:腾讯新闻,C3674:凤凰视频,C10295678:天天快报,C57236:今日头条,C9147:网易新闻,C2022:搜狐新闻,C104688:腾讯新闻,C179773:爱读掌阅,C149006:塔读文学,C28837:ZAKER,C86189:爱动漫,C2034:天翼阅读,C10084466:咪咕阅读,
C10380058	http://appstore.huawei.com:80/app/C10380058	百度输入法华为版	C10067631:华为手机服务,C10132067:华为帐号,C6337:百度输入法,C10168550:亲情关怀,C10055832:华为文件管理,C10060708:华为支付,C10076268:语音手写输入法,C66323:华为备份,C10207207:华为云服务,C47510:QQ输入法,C36902:WiFi万能钥匙,C27162:华为应用市场,C10055832:华为文件管理,C66323:华为备份,C21976:UC浏览器,C10067631:华为手机服务,C20679:QQ浏览器,C10207207:华为云服务,C10059090:华为游戏中心,C10132067:华为帐号,
C10116109	http://appstore.huawei.com:80/app/C10116109	百度糯米	C10364700:百度钱包,C10608:大众点评,C30243:猫眼电影,C5206:美团团购,C48193:聚美优品,C10186504:百度外卖,C10289451:饿了么,C10187826:美团外卖,C136900:掌上生活,C6015363:肯德基,C34075:手机淘宝,C10049053:华为商城,C5206:美团团购,C10608:大众点评,C57804:天猫,C20252:手机京东,C9136:唯品会,C10116109:百度糯米,C41277:苏宁易购,C10284106:美丽说,
C59116	http://appstore.huawei.com:80/app/C59116	酷音铃声	C10044292:咪咕铃声,C10166624:彩铃多多,C10136726:铃声大全,C10004261:酷狗铃声,C10195052:铃声裁剪大师,C10212182:手机铃声酷,C10300196:手机铃声,C10210992:LT来电闪光,C54626:铃声多多,C10142996:壁纸多多,C54626:铃声多多,C59116:酷音铃声,C10068656:手机云桌面,C188494: 魔秀桌面,C6447:安卓壁纸,C60861:91桌面,C10142996:壁纸多多,C10205973:微锁屏,C10128203:纹字锁屏,C10049534:安卓动态壁纸,
C10360236	http://appstore.huawei.com:80/app/C10360236	华为视频	C10055832:华为文件管理,C10021449:音乐,C10060708:华为支付,C10067631:华为手机服务,C10085602:花粉俱乐部,C10217244:华为钱包,C10397175:天际通,C10168550:亲情关怀,C10393298:盖亚视频,C10132067:华为帐号,C10021449:音乐,C2002:爱奇艺,C3466:酷狗音乐,C29156:腾讯视频,C32569:优酷,C20960:搜狐视频,C290:酷我音乐,C10220136:QQ音乐,C10162466:爱看4G视频,C2068:多米音乐,
C33455	http://appstore.huawei.com:80/app/C33455	快手	C7256:快手看片,C10318669:PicsArt,C10475973:装B神器,C10204517:MIX,C10205973:微锁屏,C188494: 魔秀桌面,C50795:秒拍,C181436:小影,C6056298:VSCO Cam™,C10285679:映客直播,C6023:美图秀秀,C33455:快手,C178302:美颜相机,C10154635:美拍,C2590:相机360,C303:百度魔图,C10159988:in,C10435311:Faceu,C181436:小影,C10304030:小咖秀,
C10397414	http://appstore.huawei.com:80/app/C10397414	QQ空间	C10159988:in,C10204517:MIX,C10318669:PicsArt,C6056298:VSCO Cam™,C10111119:QQ轻聊版,C10030542:微云,C10338402:潮自拍,C19185:百度贴吧,C7166:微博,C10405418:QQ邮箱,C5683:微信,C9319:QQ,C7166:微博,C10085602:花粉俱乐部,C23563:陌陌,C10154337:易信,C37549:189邮箱,C2543:QQ同步助手,C10405418:QQ邮箱,C19185:百度贴吧,
C10092751	http://appstore.huawei.com:80/app/C10092751	中国银行	C10426659:中国银行,C7218018:中银易商,C10402842:兴业银行,C10088947:光大银行,C10252605:广发手机银行,C10092669:浦发手机银行,C10243018:中国工商银行,C10532524:交通银行,C10428146:民生银行,C10350054:中信银行,C10060708:华为支付,C5373:支付宝,C10217244:华为钱包,C2861:同花顺炒股,C10092701:中国建设银行,C10366337:翼支付,C3400:随手记,C10243018:中国工商银行,C10101754:招商银行,C10092751:中国银行,
C87412	http://appstore.huawei.com:80/app/C87412	智行火车票12306购票	C10070373:铁友火车票1230…,C39516:路路通,C10017070:高铁管家,C10099655:铁路12306,C112044:超级课程表,C262:去哪儿旅行,C6468:金山词霸,C381:网易有道词典,C179545:智联招聘,C121553:WPS Office,C3382:百度地图,C20911:高德地图,C5157:携程旅行,C262:去哪儿旅行,C10047107:滴滴出行,C5745:天翼导航,C3403:高德导航,C10239309:优步 - Uber,C39196:艺龙旅行,C10043914:和地图,
